"","hpi_category","condition","experiment","culturepoint","total","donor","hpi","powerful","plaus","ultraplaus","low","medpower","medlogpower","medfreq","medofplaus","medofultraplaus","powerbeatin"
"142","72","mock","longcilias",9,2228224,8,72,0.439087362850414,0.665731542250689,0.569453968721278,0.093773785759421,0.00016123030945885,-3.79255331244792,9,7.33333333333333,7.66666666666667,0.408147475298713
"143","72","mock","longcilias",10,2293760,8,72,0.527464076450893,0.749225289481027,0.585691179547991,0.161329868861607,0.00022223108680915,-3.65319518983554,8,7,7.66666666666667,0.503912789481027
"144","72","mock","multicilia",4,3866624,8,72,0.575845492088189,0.909613140558792,0.508848028667903,0.397025156829317,0.00025920818734445,-3.58635128496835,8,7.33333333333333,9.33333333333333,0.562483189469677
"145","72","mock","multicilia",5,1966080,8,72,0.889289347330729,0.959644571940104,0.633072916666667,0.324363199869792,0.00072092624031935,-3.14210916671053,8.33333333333333,8,9,0.866758728027344
"146","72","mock","multicilia",8,2490368,7,72,0.731086730957031,0.864580254805715,0.815467031378495,0.0477760716488487,0.00048012872866815,-3.31864230709335,10,9,9.33333333333333,0.698442559493215
"147","72","mock","multicilia",9,2228224,7,72,0.467259126551011,0.725819756002987,0.70951753504136,0.0137580422794118,0.0001827534069889,-3.73813451793955,7.66666666666667,6.33333333333333,6.66666666666667,0.447029113769531
"148","72","mock","ruxcilia",7,720896,3,72,0.436551180752841,0.950481068004261,0.548697731711648,0.400647250088778,0.0001504480896983,-3.8226133223092,5.66666666666667,5.33333333333333,7,0.434915715997869
"149","96","infected","longcilia2",2,3997696,3,96,0.908228639696465,0.941123337042136,0.613432086882044,0.326750208119877,0.00197268172632895,-2.70494297843231,7.66666666666667,7.33333333333333,8,0.893214991835297
"150","96","infected","longcilia2",3,2228224,5,96,0.82676607019761,0.915733786190257,0.770831388585708,0.143346449908088,0.00112091033952305,-2.95042912478926,7.66666666666667,7.33333333333333,7.66666666666667,0.809051962459789
"151","96","infected","longcilia2",6,2424832,5,96,0.883358929608319,0.943322671426309,0.770904953415329,0.171363624366554,0.00178062811028205,-2.74942677481925,10.3333333333333,10.3333333333333,10.6666666666667,0.857223923141892
"152","96","infected","longcilia2",7,4980736,7,96,0.852771558259663,0.932783829538446,0.76283063386616,0.168873636346114,0.00145616050576785,-2.83679075213327,10,10,10.3333333333333,0.828962627210115
"153","96","infected","longcilia2",10,4390912,7,96,0.744716131865089,0.931659527678988,0.752606975498484,0.1767578125,0.00059863712522195,-3.22283635335105,7,6.66666666666667,7,0.737835556713503
"154","96","infected","longcilias",3,3866624,4,96,0.418223752813824,0.627374422752251,0.489414279743776,0.134679503360037,0.0001461968713556,-3.83506192127388,8.33333333333333,6.66666666666667,7,0.388660495564089
"155","96","infected","longcilias",4,2949120,4,96,0.390656195746528,0.622559271918403,0.551470947265625,0.0674214680989583,0.00015129041275935,-3.82018859225201,9.33333333333333,6.66666666666667,7,0.344726901584201
"156","96","infected","longcilias",5,2818048,7,96,0.680983787359193,0.803040615347929,0.641082763671875,0.159358179846475,0.00047797715524205,-3.32059285985108,11.6666666666667,11.3333333333333,11.6666666666667,0.637626825376999
"157","96","infected","longcilias",6,2490368,7,96,0.789560418379934,0.816201059441817,0.763573897512336,0.0515112625925164,0.0011479100212454,-2.94009215271209,11.6666666666667,11.3333333333333,11.6666666666667,0.736164695338199
"158","96","infected","longcilias",11,3145728,8,96,0.358953475952148,0.551541328430176,0.455518404642741,0.0927095413208008,0.0001260871431441,-3.89932919531625,10.3333333333333,6.33333333333333,7.33333333333333,0.326635042826335
"159","96","infected","longcilias",12,3211264,8,96,0.125435342594069,0.364522817183514,0.330998946209343,0.0288724315409758,9.17128418223001e-05,-4.03756984925819,24.6666666666667,7.66666666666667,8,0.0941243074378189
"160","96","mock","longcilia2",1,2162688,3,96,0.961207996715199,0.969789909593987,0.849517359878078,0.119357947147254,0.0020260300952941,-2.69335410777988,8,8,8,0.943925799745502
"161","96","mock","longcilia2",4,2293760,5,96,0.959744262695313,0.972823224748884,0.826395961216518,0.145771135602679,0.0019023097120225,-2.72071877484741,7.66666666666667,7.66666666666667,8,0.942152186802455
"162","96","mock","longcilia2",5,2359296,5,96,0.86629401312934,0.942693922254774,0.806144714355469,0.135932074652778,0.00167831225553525,-2.7751272340677,10.3333333333333,10,10.3333333333333,0.840653313530816
"163","96","mock","longcilia2",8,2228224,7,96,0.944834092084099,0.955003626206342,0.72034813376034,0.231858197380515,0.0024698500055819,-2.60732942071851,10.6666666666667,10.6666666666667,11,0.914263108197381
"164","96","mock","longcilia2",9,2293760,7,96,0.717483520507812,0.936359514508929,0.878290666852679,0.0566615513392857,0.0004212989879306,-3.37540958415986,6,5.66666666666667,6,0.705425589425223
"165","96","mock","longcilias",1,2228224,4,96,0.680629505830653,0.818755205939798,0.676603878245634,0.139982335707721,0.0004622561828,-3.33511727132517,8,7.33333333333333,7.66666666666667,0.651986514820772
"166","96","mock","longcilias",2,2228224,4,96,0.467084996840533,0.635701347799862,0.562380173627068,0.0696357278262868,0.00018427830218565,-3.73452579769355,8.66666666666667,6.66666666666667,7,0.403998431037454
"167","96","mock","longcilias",7,2162688,7,96,0.650327740293561,0.761486169063684,0.645988695549242,0.112932609789299,0.0003695114282891,-3.43237212515512,12.3333333333333,11.3333333333333,11.6666666666667,0.590471209901752
"168","96","mock","longcilias",8,1900544,7,96,0.802479711072198,0.803522044214709,0.7098414980132,0.091620083512931,0.00085078322445035,-3.07018108200462,12.3333333333333,12,12.3333333333333,0.733858305832435
"169","96","mock","longcilias",9,2228224,8,96,0.565623115090763,0.708449868594899,0.595674851361443,0.110728544347426,0.0002938060933956,-3.53193920139869,9.33333333333333,8.33333333333333,8.66666666666667,0.531779120950138
"170","96","mock","longcilias",10,2293760,8,96,0.549241856166295,0.754215785435268,0.629198346819196,0.122660173688616,0.0002432058972772,-3.61402589846224,8.33333333333333,7.33333333333333,8,0.519297572544643
"171","120","infected","multicilia",1,3997696,8,120,0.299093027583888,0.563293206887167,0.534419575675589,0.0253808693807633,0.00010621121327855,-3.97382963007263,9,5.33333333333333,5.66666666666667,0.278824102683146
"172","120","infected","multicilia",2,3735552,8,120,0.462714479680647,0.738220482541804,0.645386812979715,0.0905777780633224,0.0001677556647337,-3.77532280575822,9.66666666666667,8.66666666666667,9.33333333333333,0.44242805347108
"173","120","infected","multicilia",6,3014656,7,120,0.471396073051121,0.679668260657269,0.658278755519701,0.0188664975373641,0.0001781569299055,-3.74919727990198,8.33333333333333,7,7,0.451445538064708
"174","120","infected","multicilia",7,3866624,7,120,0.570517329846398,0.7716576527741,0.757663532838983,0.0122272038863877,0.0002586404589237,-3.58730353779702,10,9.33333333333333,9.66666666666667,0.538780341714115
"175","120","mock","multicilia",4,3866624,8,120,0.688187421378443,0.913438958636785,0.760528564453125,0.152013746358581,0.0005468910967465,-3.26209914677614,9.33333333333333,9,9.33333333333333,0.66525604765294
"176","120","mock","multicilia",5,1966080,8,120,0.893656921386719,0.944827779134115,0.846442159016927,0.0976806640625,0.0013860268518328,-2.85822835595216,9,9,9.33333333333333,0.859868876139323
"177","120","mock","multicilia",8,2490368,7,120,0.807843660053454,0.915213333932977,0.896068372224507,0.0183800145199424,0.0007260919082909,-3.13900840307784,9.33333333333333,8.66666666666667,8.66666666666667,0.786823071931538
"178","120","mock","multicilia",9,2228224,7,120,0.606469098259421,0.824820125804228,0.813932979808134,0.00943756103515625,0.00031436586868945,-3.50256461226531,8,7.66666666666667,7.66666666666667,0.596693599925322
"179","168","infected","longcilia2",2,3997696,3,168,0.677889714475538,0.882167378409964,0.535013918016778,0.345707127305328,0.00061785706202495,-3.20911198503075,5.66666666666667,5,6.66666666666667,0.673994971103355
"180","168","infected","longcilia2",3,2228224,5,168,0.481887368594899,0.775230407714844,0.587755091050092,0.18543602438534,0.00018278020434075,-3.73807084148573,6.66666666666667,6,6.66666666666667,0.476298163918888
"181","168","infected","longcilia2",6,2424832,5,168,0.561187331740921,0.820703042520059,0.790312071104307,0.0289731412320524,0.0002906266454374,-3.53666457091981,9.66666666666667,9,9,0.542593878668708
"182","168","infected","longcilia2",7,4980736,7,168,0.641618628250925,0.852074472527755,0.613678380062706,0.236623262104235,0.00051581679144865,-3.28750452432532,8.33333333333333,7.66666666666667,9,0.628459127325761
"183","168","infected","longcilia2",10,4390912,7,168,0.705478952891791,0.898555698679454,0.810468759109725,0.0871814329232743,0.0005287828680593,-3.27672262392302,7.33333333333333,7,7,0.691371860788829
"184","168","infected","longcilias",3,3866624,4,168,0.482471789343882,0.668577032574153,0.441767547090175,0.223995661331435,0.00018396653467785,-3.73526117224391,7.66666666666667,5.66666666666667,7,0.446181475105932
"185","168","infected","longcilias",4,2949120,4,168,0.384121365017361,0.582146199544271,0.5414794921875,0.0371931287977431,0.000141072065162,-3.85055897594866,10.3333333333333,7,7,0.33635016547309
"186","168","infected","longcilias",5,2818048,7,168,0.715903348700945,0.791776435319767,0.610541055368823,0.17931277252907,0.00061259319772935,-3.21282782993413,12.6666666666667,12.3333333333333,12.6666666666667,0.648262556209121
"187","168","infected","longcilias",6,2490368,7,168,0.743593717876234,0.774273922568873,0.684702421489515,0.0881030434056332,0.00086528930114575,-3.06283866607821,12.6666666666667,12.3333333333333,12.6666666666667,0.669925890470806
"188","168","infected","longcilias",11,3145728,8,168,0.234458287556966,0.467766125996908,0.436369895935059,0.0268697738647461,9.3330439995043e-05,-4.02997668673813,17.3333333333333,5,5.33333333333333,0.206671078999837
"189","168","infected","longcilias",12,3211264,8,168,0.108144643355389,0.345337848274075,0.308929131955517,0.0317678646165497,7.25614227121696e-05,-4.13929421065045,26,5.66666666666667,6,0.0824036890146684
"190","168","mock","longcilia2",1,2162688,3,168,0.96935341574929,0.967440980853456,0.850964632901278,0.115987604314631,0.00212663633283225,-2.67230677062751,8.33333333333333,8.33333333333333,8.33333333333333,0.946992353959517
"191","168","mock","longcilia2",4,2293760,5,168,0.910748726981027,0.944405691964286,0.807472011021205,0.135730852399554,0.00181149522541085,-2.74196280630538,8,8,8,0.890958949497768
"192","168","mock","longcilia2",5,2359296,5,168,0.884933895534939,0.92923100789388,0.831219143337674,0.0973917643229167,0.0022057327441871,-2.65644710964673,10.6666666666667,10.6666666666667,11,0.853889465332031
"193","168","mock","longcilia2",8,2228224,7,168,0.915367575252757,0.936424704159007,0.752841725068934,0.182624816894531,0.00222648226190355,-2.65238076048709,11,10.6666666666667,11,0.882183748133042
"194","168","mock","longcilia2",9,2293760,7,168,0.754160417829241,0.933600289481027,0.891416713169643,0.0410282679966518,0.0006100572645664,-3.21462939692707,6.66666666666667,6.33333333333333,6.33333333333333,0.745449829101563
"195","168","mock","longcilias",1,2228224,4,168,0.698537041159237,0.807070563821232,0.702743979061351,0.102847379796645,0.0005145141331013,-3.28860269117765,8.66666666666667,8,8.33333333333333,0.660103293026195
"196","168","mock","longcilias",2,2228224,4,168,0.524084203383502,0.696811451631434,0.590753891888787,0.103762009564568,0.0002150364016415,-3.66748801592684,8.33333333333333,6.66666666666667,7,0.473863040699678
"197","168","mock","longcilias",7,2162688,7,168,0.69168691924124,0.748832471442945,0.584341338186553,0.161884192264441,0.00046131058479655,-3.33600658036686,12.3333333333333,11.3333333333333,12,0.62381767504143
"198","168","mock","longcilias",8,1900544,7,168,0.66052035627694,0.753394817483836,0.660882884058459,0.0912854424838362,0.0005096620006952,-3.2927177452695,12.3333333333333,12,12,0.615291200835129
"199","168","mock","longcilias",9,2228224,8,168,0.653335122501149,0.778664532829733,0.694784725413603,0.0822412827435662,0.00045624667836815,-3.34080028433631,9.33333333333333,9,9,0.613250732421875
"200","168","mock","longcilias",10,2293760,8,168,0.679731096540179,0.789621843610491,0.730428205217634,0.05738525390625,0.0005404730618465,-3.26722594719262,9,8.66666666666667,8.66666666666667,0.642888532366071
